"Clade_(1,2)",Clade_3,Clade_4,ptxP allele_1,ptxP allele_3,prn allele_1,prn allele_2,prn allele_3,fim3 allele_1,fim3 allele_2,"Period_1998-2010, ACV-P1","Period_<1998, WCV","Period_>2010, ACV-P2"
0,0,0,0,0,0,0,0,0,0,0,0,0
